,Customer_ID,Age,Location,Profession,Premium_Amount,Dependents,Product,Gender,is_insured_earlier,Organization
544,C_645,59,Mumbai,Network Engineer,29730.51103,5,Auto Insurance,Male,0,Wipro
545,C_646,50,Pune,IT Consultant,8641.736644,5,Long-Term Care Insurance,Male,1,Lionbridge Technologies
546,C_647,31,Chennai,Network Engineer,69245.05859,7,Life Insurance,Female,0,Cognizant
547,C_648,57,Pune,IT Consultant,14691.10047,4,Homeowners Insurance,Male,0,Tata Elxsi
548,C_649,32,Hyderabad,Database Administrator,9559.643011,3,Travel Insurance,Male,0,Tata Elxsi
549,C_650,59,Mumbai,Security Analyst,62922.13399,5,Travel Insurance,Female,1,QuEST Global
550,C_651,51,Noida,DevOps Engineer,16837.68091,7,Disability Insurance,Female,1,Tech Mahindra
551,C_652,56,Ahmedabad,Machine Learning Engineer,87651.08437,2,Critical Illness Insurance,Female,1,Cognizant
552,C_653,33,Mumbai,IT Consultant,46887.46623,0,Long-Term Care Insurance,Male,1,Infosys
553,C_654,42,Chennai,Data Scientist,63076.53377,2,Auto Insurance,Female,0,Capgemini India
554,C_655,42,Noida,IT Project Manager,93478.80843,3,Health Insurance,Female,0,Polaris Consulting & Services
555,C_656,49,Ahmedabad,DevOps Engineer,9718.710244,1,Disability Insurance,Male,0,Mphasis
556,C_657,51,Bengaluru,IT Consultant,18932.32348,1,Homeowners Insurance,Male,0,Tech Mahindra
557,C_658,42,Noida,Machine Learning Engineer,51448.21963,4,Travel Insurance,Female,1,HCL Technologies
558,C_659,51,Chennai,Business Analyst,76319.70689,7,Life Insurance,Female,1,IBM India
559,C_660,45,Noida,Network Architect,68798.52753,3,Long-Term Care Insurance,Female,1,Lionbridge Technologies
560,C_661,31,Ahmedabad,Machine Learning Engineer,74751.69692,2,Homeowners Insurance,Male,0,Mphasis
561,C_662,56,Chennai,Cloud Solutions Architect,50293.15224,7,Long-Term Care Insurance,Male,1,NIIT Technologies
562,C_663,53,Bengaluru,Machine Learning Engineer,54828.64958,7,Homeowners Insurance,Male,1,Polaris Consulting & Services
563,C_664,59,Noida,UI/UX Designer,31790.32312,4,Critical Illness Insurance,Female,0,Zensar Technologies
564,C_665,46,Noida,UI/UX Designer,54980.29324,7,Renters Insurance,Female,0,Cyient
565,C_666,31,Delhi,QA Engineer,70120.37232,2,Critical Illness Insurance,Female,0,Tech Mahindra
566,C_667,47,Hyderabad,Software Developer,45028.1155,2,Health Insurance,Male,0,TCS
567,C_668,38,Pune,Database Administrator,26608.97917,0,Long-Term Care Insurance,Female,0,Mindtree
568,C_669,57,Kolkata,Network Architect,31794.8621,4,Auto Insurance,Female,0,Mphasis
569,C_670,34,Bengaluru,IT Consultant,38341.48561,6,Critical Illness Insurance,Male,1,Zensar Technologies
570,C_671,33,Chennai,Web Developer,17330.53625,4,Disability Insurance,Male,1,HCL Technologies
571,C_672,39,Ahmedabad,UI/UX Designer,8493.106956,4,Life Insurance,Male,1,Larsen & Toubro Infotech (LTI)
572,C_673,49,Delhi,Technical Writer,32315.4814,6,Renters Insurance,Female,0,Mindfire Solutions
573,C_674,46,Mumbai,Software Developer,53500.98701,2,Disability Insurance,Female,1,Mindtree
574,C_675,38,Mumbai,Software Developer,4812.616786,4,Critical Illness Insurance,Male,0,Larsen & Toubro Infotech (LTI)
575,C_676,31,Chennai,QA Engineer,70114.91872,5,Health Insurance,Female,0,Mindtree
576,C_677,50,Hyderabad,System Analyst,60837.08158,3,Disability Insurance,Male,0,QuEST Global
577,C_678,51,Ahmedabad,Network Engineer,63478.57295,1,Travel Insurance,Male,1,Larsen & Toubro Infotech (LTI)
578,C_679,32,Indore,System Analyst,47192.6039,1,Long-Term Care Insurance,Female,0,Tech Mahindra
579,C_680,51,Delhi,System Analyst,34694.15952,4,Health Insurance,Female,0,Zensar Technologies
580,C_681,34,Indore,IT Consultant,24153.74403,6,Health Insurance,Female,1,Persistent Systems
581,C_682,51,Chennai,IT Project Manager,18076.94195,4,Life Insurance,Female,0,Oracle Financial Services Software
582,C_683,59,Hyderabad,Machine Learning Engineer,17358.52167,1,Life Insurance,Female,0,Persistent Systems
583,C_684,33,Hyderabad,Machine Learning Engineer,2205.148205,4,Health Insurance,Male,1,Wipro
584,C_685,43,Pune,QA Engineer,50568.35322,7,Auto Insurance,Female,1,Lionbridge Technologies
585,C_686,58,Hyderabad,Security Analyst,44300.41631,1,Homeowners Insurance,Male,1,NIIT Technologies
586,C_687,38,Ahmedabad,Cybersecurity Specialist,5244.149311,4,Life Insurance,Male,1,Tech Mahindra
587,C_688,30,Noida,Machine Learning Engineer,18448.11515,1,Life Insurance,Male,0,Cyient
588,C_689,48,Chennai,Network Architect,53463.78821,7,Disability Insurance,Male,1,Zensar Technologies
589,C_690,37,Hyderabad,Software Developer,14130.80575,5,Health Insurance,Male,1,Larsen & Toubro Infotech (LTI)
590,C_691,49,Hyderabad,IT Project Manager,83007.10982,0,Critical Illness Insurance,Female,0,Polaris Consulting & Services
591,C_692,30,Ahmedabad,IT Support Specialist,15158.17718,1,Renters Insurance,Male,0,Cognizant
592,C_693,53,Hyderabad,Cloud Solutions Architect,43930.09251,0,Travel Insurance,Female,1,Mindfire Solutions
593,C_694,42,Pune,Security Analyst,30548.13031,0,Renters Insurance,Male,1,Hexaware Technologies
594,C_695,31,Indore,Data Scientist,13646.13051,5,Disability Insurance,Male,0,Larsen & Toubro Infotech (LTI)
595,C_696,45,Noida,System Analyst,45704.96502,7,Homeowners Insurance,Female,0,Persistent Systems
596,C_697,38,Kolkata,DevOps Engineer,95627.18454,7,Life Insurance,Female,1,Lionbridge Technologies
597,C_698,53,Indore,Software Developer,58565.56371,5,Travel Insurance,Female,0,Cognizant
598,C_699,47,Mumbai,Database Administrator,3234.070725,0,Critical Illness Insurance,Male,1,Tata Elxsi
599,C_700,36,Ahmedabad,Machine Learning Engineer,51710.90443,4,Auto Insurance,Male,0,IBM India
600,C_701,40,Ahmedabad,Technical Writer,76760.34925,1,Auto Insurance,Female,1,HCL Technologies
601,C_702,37,Noida,IT Consultant,58577.21286,6,Auto Insurance,Male,0,Cyient
602,C_703,51,Delhi,Systems Administrator,23155.66218,4,Health Insurance,Female,1,Hexaware Technologies
603,C_704,39,Noida,Security Analyst,57612.2701,6,Long-Term Care Insurance,Male,1,Birlasoft
604,C_705,42,Hyderabad,Web Developer,22038.82918,1,Health Insurance,Male,1,QuEST Global
605,C_706,52,Hyderabad,IT Project Manager,67607.55845,1,Critical Illness Insurance,Male,1,Wipro
606,C_707,53,Chennai,Network Engineer,70135.71579,3,Homeowners Insurance,Male,0,Aricent
607,C_708,52,Bengaluru,System Analyst,46454.73558,5,Long-Term Care Insurance,Female,1,Mphasis
608,C_709,55,Ahmedabad,Network Architect,82601.07721,5,Disability Insurance,Female,0,Genpact
609,C_710,45,Indore,UI/UX Designer,42786.5995,2,Life Insurance,Female,0,Infosys
610,C_711,32,Hyderabad,Data Scientist,85854.73145,0,Renters Insurance,Female,0,Mindtree
611,C_712,34,Hyderabad,Database Administrator,59646.59437,0,Long-Term Care Insurance,Male,0,Wipro
612,C_713,36,Kolkata,Database Administrator,36860.48155,0,Critical Illness Insurance,Female,0,Cognizant
613,C_714,54,Indore,System Analyst,50409.84883,7,Homeowners Insurance,Male,1,KPIT Technologies
614,C_715,46,Mumbai,Machine Learning Engineer,12801.74966,7,Travel Insurance,Female,1,Capgemini India
615,C_716,55,Delhi,Network Engineer,58982.49249,3,Life Insurance,Male,0,Mphasis
616,C_717,37,Indore,IT Consultant,92709.30426,2,Homeowners Insurance,Male,0,IBM India
617,C_718,52,Pune,Machine Learning Engineer,33322.69988,1,Long-Term Care Insurance,Male,1,Lionbridge Technologies
618,C_719,57,Chennai,IT Support Specialist,60848.3671,7,Auto Insurance,Male,0,Tata Elxsi
619,C_720,57,Pune,Data Scientist,69683.49119,0,Auto Insurance,Female,0,Zensar Technologies
620,C_721,46,Noida,Data Scientist,55692.8372,3,Homeowners Insurance,Male,1,Wipro
621,C_722,54,Mumbai,IT Project Manager,6386.719442,0,Critical Illness Insurance,Female,0,Capgemini India
622,C_723,43,Delhi,Network Engineer,64241.57655,5,Disability Insurance,Male,0,Mindtree
623,C_724,51,Hyderabad,Technical Writer,79696.39018,3,Life Insurance,Male,1,Aricent
624,C_725,40,Chennai,Cloud Solutions Architect,74166.92078,2,Long-Term Care Insurance,Male,0,Accenture India
625,C_726,33,Mumbai,DevOps Engineer,94762.1093,0,Health Insurance,Female,0,Lionbridge Technologies
626,C_727,58,Kolkata,Database Administrator,7610.176185,6,Homeowners Insurance,Female,0,Mindtree
627,C_728,37,Kolkata,Database Administrator,32661.72226,6,Long-Term Care Insurance,Female,0,HCL Technologies
628,C_729,57,Kolkata,System Analyst,18526.81318,2,Life Insurance,Male,0,Tata Elxsi
629,C_730,54,Bengaluru,Business Analyst,58033.51139,5,Long-Term Care Insurance,Female,0,Larsen & Toubro Infotech (LTI)
630,C_731,50,Indore,Machine Learning Engineer,54929.83617,0,Homeowners Insurance,Female,1,Infosys
631,C_732,47,Pune,Web Developer,52806.44764,0,Long-Term Care Insurance,Male,0,Cyient
632,C_733,34,Kolkata,IT Project Manager,18780.45047,7,Renters Insurance,Female,0,Oracle Financial Services Software
633,C_734,38,Chennai,IT Project Manager,84444.81972,5,Life Insurance,Male,0,Zensar Technologies
634,C_735,42,Mumbai,QA Engineer,17612.72852,0,Disability Insurance,Male,0,Cyient
635,C_736,51,Bengaluru,Cybersecurity Specialist,42485.61867,0,Homeowners Insurance,Male,0,Capgemini India
636,C_737,33,Bengaluru,IT Consultant,10571.3147,4,Homeowners Insurance,Male,0,Mindfire Solutions
637,C_738,57,Kolkata,System Analyst,9840.891221,2,Homeowners Insurance,Male,1,Oracle Financial Services Software
638,C_739,46,Indore,Business Analyst,84529.48436,1,Life Insurance,Female,0,Oracle Financial Services Software
639,C_740,59,Bengaluru,UI/UX Designer,22243.90013,0,Homeowners Insurance,Male,0,Cognizant
640,C_741,48,Pune,QA Engineer,54413.49259,7,Health Insurance,Female,1,Mphasis
641,C_742,35,Kolkata,IT Support Specialist,26187.98914,5,Disability Insurance,Male,1,Birlasoft
642,C_743,55,Indore,IT Consultant,85887.41686,7,Homeowners Insurance,Female,0,Polaris Consulting & Services
643,C_744,58,Chennai,IT Support Specialist,91767.48861,0,Disability Insurance,Female,1,Mindfire Solutions
644,C_745,39,Mumbai,Cloud Solutions Architect,77778.10974,6,Renters Insurance,Female,1,Mphasis
645,C_746,42,Pune,Software Developer,55156.99259,2,Renters Insurance,Male,1,Genpact
646,C_747,35,Ahmedabad,Security Analyst,39665.18447,4,Health Insurance,Male,0,Birlasoft
647,C_748,48,Kolkata,Security Analyst,72209.84569,6,Travel Insurance,Female,0,NIIT Technologies
648,C_749,59,Noida,Machine Learning Engineer,5145.800959,2,Health Insurance,Female,0,Zensar Technologies
649,C_750,48,Ahmedabad,Software Developer,19262.01756,3,Renters Insurance,Female,1,Wipro
650,C_751,50,Kolkata,Data Scientist,70407.88649,7,Disability Insurance,Female,0,KPIT Technologies
651,C_752,37,Mumbai,Technical Writer,11853.388,3,Long-Term Care Insurance,Male,0,Oracle Financial Services Software
652,C_753,32,Mumbai,DevOps Engineer,54170.14445,0,Auto Insurance,Female,1,Larsen & Toubro Infotech (LTI)
653,C_754,46,Bengaluru,Cloud Solutions Architect,9818.650936,5,Travel Insurance,Male,0,Hexaware Technologies
654,C_755,59,Noida,IT Consultant,56920.70769,0,Health Insurance,Male,1,Persistent Systems
655,C_756,34,Indore,Database Administrator,32886.26495,3,Disability Insurance,Male,0,Persistent Systems
656,C_757,41,Ahmedabad,Network Engineer,73948.04865,5,Health Insurance,Female,1,Mindtree
657,C_758,50,Kolkata,Cloud Solutions Architect,44435.55491,0,Health Insurance,Male,1,Tech Mahindra
658,C_759,49,Delhi,Cloud Solutions Architect,85666.77341,7,Long-Term Care Insurance,Male,1,Genpact
659,C_760,59,Indore,Web Developer,13845.10496,2,Critical Illness Insurance,Female,0,Mphasis
660,C_761,31,Hyderabad,IT Support Specialist,35933.05039,2,Auto Insurance,Female,1,Oracle Financial Services Software
661,C_762,41,Bengaluru,Network Engineer,56877.77937,6,Auto Insurance,Female,1,Persistent Systems
662,C_763,45,Mumbai,Business Analyst,85807.02757,4,Auto Insurance,Female,1,Birlasoft
663,C_764,41,Kolkata,Web Developer,78760.87605,4,Critical Illness Insurance,Female,1,Hexaware Technologies
664,C_765,49,Bengaluru,Network Engineer,5959.112505,0,Health Insurance,Male,1,Zensar Technologies
665,C_766,41,Chennai,Cybersecurity Specialist,7330.441299,4,Life Insurance,Female,1,Aricent
666,C_767,53,Mumbai,UI/UX Designer,79279.83988,0,Disability Insurance,Male,0,Capgemini India
667,C_768,45,Noida,Cloud Solutions Architect,18293.15701,6,Critical Illness Insurance,Male,0,TCS
668,C_769,58,Ahmedabad,QA Engineer,38056.92565,4,Auto Insurance,Male,0,Oracle Financial Services Software
669,C_770,59,Ahmedabad,Web Developer,94602.49723,4,Renters Insurance,Male,0,Tata Elxsi
670,C_771,34,Mumbai,Security Analyst,7728.808308,7,Health Insurance,Male,0,Hexaware Technologies
671,C_772,52,Kolkata,QA Engineer,75684.24616,1,Travel Insurance,Female,0,Hexaware Technologies
672,C_773,37,Pune,System Analyst,35053.23283,3,Travel Insurance,Female,0,Cyient
673,C_774,33,Chennai,UI/UX Designer,8392.357591,1,Disability Insurance,Male,0,Capgemini India
674,C_775,55,Mumbai,Web Developer,37382.35663,4,Health Insurance,Male,1,Hexaware Technologies
675,C_776,54,Delhi,QA Engineer,52401.70793,5,Homeowners Insurance,Female,1,Zensar Technologies
676,C_777,41,Bengaluru,Technical Writer,5106.046358,0,Life Insurance,Female,0,Accenture India
677,C_778,45,Bengaluru,Cybersecurity Specialist,38302.06499,1,Long-Term Care Insurance,Male,1,Tata Elxsi
678,C_779,53,Bengaluru,Network Engineer,59508.90198,7,Life Insurance,Male,0,Aricent
679,C_780,47,Pune,Data Scientist,35012.33584,5,Critical Illness Insurance,Male,0,Persistent Systems
680,C_781,57,Indore,Database Administrator,33263.6881,0,Life Insurance,Male,0,Persistent Systems
681,C_782,54,Indore,Systems Administrator,66887.98786,5,Critical Illness Insurance,Female,0,QuEST Global
682,C_783,33,Ahmedabad,Technical Writer,92176.31807,1,Health Insurance,Male,0,Lionbridge Technologies
683,C_784,42,Hyderabad,DevOps Engineer,17554.9775,1,Critical Illness Insurance,Male,1,Wipro
684,C_785,50,Delhi,Network Architect,15026.85077,6,Homeowners Insurance,Female,0,Zensar Technologies
685,C_786,49,Noida,UI/UX Designer,86390.91733,0,Disability Insurance,Male,0,Capgemini India
686,C_787,49,Noida,Cybersecurity Specialist,7087.65009,1,Life Insurance,Female,1,Birlasoft
687,C_788,33,Bengaluru,Systems Administrator,53638.14431,3,Life Insurance,Female,1,Cognizant
688,C_789,32,Mumbai,System Analyst,84374.59121,3,Auto Insurance,Female,1,Mindtree
689,C_790,47,Hyderabad,DevOps Engineer,13370.67308,7,Life Insurance,Female,0,Oracle Financial Services Software
690,C_791,47,Chennai,UI/UX Designer,62446.47851,4,Travel Insurance,Female,0,Lionbridge Technologies
691,C_792,34,Bengaluru,Cloud Solutions Architect,36336.98752,6,Disability Insurance,Male,0,Accenture India
692,C_793,51,Bengaluru,Systems Administrator,80895.68371,6,Disability Insurance,Female,0,Cyient
693,C_794,35,Hyderabad,IT Support Specialist,44036.82608,4,Critical Illness Insurance,Male,0,HCL Technologies
694,C_795,52,Ahmedabad,Network Architect,4675.79999,1,Travel Insurance,Male,0,HCL Technologies
695,C_796,41,Kolkata,Technical Writer,54457.90999,2,Travel Insurance,Male,1,Wipro
696,C_797,31,Bengaluru,Cloud Solutions Architect,83527.5711,3,Disability Insurance,Male,1,HCL Technologies
697,C_798,49,Noida,Database Administrator,81677.11454,5,Critical Illness Insurance,Female,1,Mindtree
698,C_799,37,Kolkata,Systems Administrator,62757.47393,3,Auto Insurance,Female,0,Cognizant
699,C_800,36,Mumbai,Network Engineer,17799.09188,4,Long-Term Care Insurance,Female,0,Persistent Systems
